rentree_scolaire;uai;secteur;ips;position;appellation_officielle;libelle_academie;code_departement;libelle_departement;code_commune;libelle_commune
2023-2024;0595398X;privé sous contrat;151.5;50.68036495467745,3.106810557103804;Collège privé de Marcq;Lille;059;Nord;59378;Marcq-en-Baroeul
2023-2024;0620136L;public;90.1;50.61322684479989,2.4582884219253707;Collège Maurice Piquet;Lille;062;Pas-de-Calais;62473;Isbergues
2023-2024;0622791X;public;78.9;50.45054798315641,2.901050524240089;Collège Victor Hugo;Lille;062;Pas-de-Calais;62413;Harnes
2023-2024;0593241C;public;105.3;50.668835311606735,3.126159309653126;Collège Albert Calmette;Lille;059;Nord;59646;Wasquehal
2023-2024;0595169Y;public;78.2;50.70736174269672,3.2319219812883335;Collège Emile Zola;Lille;059;Nord;59650;Wattrelos
2023-2024;0622239X;public;83.9;50.48105884244267,3.0163594766506727;Collège Jean de Saint Aubert;Lille;062;Pas-de-Calais;62907;Libercourt
2023-2024;0594642A;public;86.3;50.977990212987145,2.5813802735220897;Collège Lamartine;Lille;059;Nord;59309;Hondschoote
2023-2024;0623759Z;public;98.6;50.976031340984115,2.0423998218835915;Collège Les Argousiers;Lille;062;Pas-de-Calais;62645;Oye-Plage
2023-2024;0590238N;public;79.7;50.38602048362716,3.107990599187455;Collège Romain Rolland;Lille;059;Nord;59654;Waziers
2023-2024;0592907P;privé sous contrat;77.9;50.67861036143357,3.1914996410208842;Collège privé Saint Michel;Lille;059;Nord;59512;Roubaix
2023-2024;0593233U;public;95.3;50.61198061344932,3.0212300656807765;Collège Professeur Albert Debeyre;Lille;059;Nord;59360;Loos
2023-2024;0594650J;public;95.1;50.838715852774484,2.2165805925832007;Collège Jacques Prévert;Lille;059;Nord;59647;Watten
2023-2024;0595328W;public;82.3;50.62942944171095,3.130319950410022;Collège Simone de Beauvoir;Lille;059;Nord;59009;Villeneuve-d'Ascq
2023-2024;0595713P;public;110.9;50.676100977377324,3.2402496086964256;Collège Alphonse Daudet;Lille;059;Nord;59339;Leers
2023-2024;0596873A;public;131.6;50.51335728894572,3.1655495272417715;Collège Simone Veil;Lille;059;Nord;59129;Cappelle-en-Pévèle
2023-2024;0622575M;public;97.2;50.73867971356185,2.2561397443597024;Collège Blaise Pascal;Lille;062;Pas-de-Calais;62525;Longuenesse
2023-2024;0622907Y;public;76.2;50.74773575087692,2.26844997765505;Collège de La Morinie;Lille;062;Pas-de-Calais;62765;Saint-Omer
2023-2024;0590155Y;public;100.5;50.6356690520175,3.1070795554789647;Collège Descartes;Lille;059;Nord;59410;Mons-en-Baroeul
2023-2024;0592959W;privé sous contrat;113.6;50.7616047561587,3.004620284383206;Collège privé Saint Joseph;Lille;059;Nord;59152;Comines
2023-2024;0594505B;privé sous contrat;119.0;50.69853262090489,2.8467205504689828;Collège privé Saint Martin;Lille;059;Nord;59431;Nieppe
2023-2024;0595178H;public;94.9;50.12237464869933,3.6866104835807536;Collège Dupleix;Lille;059;Nord;59331;Landrecies
2023-2024;0596177U;privé sous contrat;108.4;50.63445759446208,3.06902154747252;Collège privé Sainte Claire;Lille;059;Nord;59350;Lille
2023-2024;0620021L;public;76.0;50.50657276230646,2.4645395665443663;Collège Sévigné;Lille;062;Pas-de-Calais;62048;Auchel
2023-2024;0620195A;public;96.1;50.5853491351186,2.407876354791568;Collège Bernard Chochoy;Lille;062;Pas-de-Calais;62620;Norrent-Fontes
2023-2024;0590002G;public;82.0;50.33181566173207,3.247760687010971;Collège Théodore Monod;Lille;059;Nord;59008;Aniche
2023-2024;0595277R;public;78.6;50.12524217659558,3.421170555940896;Collège Jacques Prévert;Lille;059;Nord;59139;Caudry
2023-2024;0620088J;public;86.3;50.864755312754816,1.867720513867491;Collège Les Quatre Vents;Lille;062;Pas-de-Calais;62397;Guînes
2023-2024;0620219B;public;75.9;50.41874727709966,2.784470023003672;Collège Danielle Darras Riaumont;Lille;062;Pas-de-Calais;62510;Liévin
2023-2024;0622117P;privé sous contrat;130.2;50.463671602004325,1.7655622957323893;Collège privé Sainte Austreberthe;Lille;062;Pas-de-Calais;62588;Montreuil-sur-Mer
2023-2024;0622268D;public;82.7;50.4579458797513,2.622779628122749;Collège Jean Moulin;Lille;062;Pas-de-Calais;62083;Barlin
2023-2024;0622272H;public;85.3;50.50446731136025,2.501379879246545;Collège Emile Zola;Lille;062;Pas-de-Calais;62555;Marles-les-Mines
2023-2024;0593196D;public;103.6;50.61876767819437,3.1561295928053;Collège Arthur Rimbaud;Lille;059;Nord;59009;Villeneuve-d'Ascq
2023-2024;0596529B;public;88.8;50.375061829305764,3.2054296343625706;Collège Maurice Schumann;Lille;059;Nord;59456;Pecquencourt
2023-2024;0620096T;public;82.4;50.41155165553044,2.938790907188865;Collège Jean Macé;Lille;062;Pas-de-Calais;62427;Hénin-Beaumont
2023-2024;0622096S;public;96.0;50.817259140200996,1.7126997626864189;Collège Jean Rostand;Lille;062;Pas-de-Calais;62560;Marquise
2023-2024;0596860L;public;78.9;50.73096722790286,3.1303902796289336;Collège Lucie Aubrac;Lille;059;Nord;59599;Tourcoing
2023-2024;0592713D;public;106.7;51.03904196355942,2.3831006089342375;Collège Guilleminot;Lille;059;Nord;59183;Dunkerque
2023-2024;0593237Y;public;96.1;50.59900639074089,3.091456659932265;Collège Gernez Rieux;Lille;059;Nord;59507;Ronchin
2023-2024;0590159C;public;114.7;50.47035688880419,3.2396793057798456;Collège du Pévèle;Lille;059;Nord;59449;Orchies
2023-2024;0594309N;public;71.4;50.253684615272356,3.901209519412997;Collège Pierre de Ronsard;Lille;059;Nord;59291;Hautmont
2023-2024;0595389M;privé sous contrat;125.7;51.033225295478196,2.382859747635268;Collège privé Notre-Dame des Dunes;Lille;059;Nord;59183;Dunkerque
2023-2024;0623918X;public;74.0;50.954023876546394,1.8869197286561832;Collège Martin Luther King;Lille;062;Pas-de-Calais;62193;Calais
2023-2024;0622135J;privé sous contrat;105.4;50.66807707757369,1.835569725493247;Collège privé Saint Joseph;Lille;062;Pas-de-Calais;62268;Desvres
2023-2024;0590142J;public;112.6;50.40570807072044,3.287370497251291;Collège Marguerite Yourcenar;Lille;059;Nord;59375;Marchiennes
2023-2024;0594538M;public;87.1;50.095158322880415,4.006865513112936;Collège Jean Rostand;Lille;059;Nord;59525;Sains-du-Nord
2023-2024;0622093N;public;91.5;50.73703528790606,2.300609849590099;Collège Pierre Mendès France;Lille;062;Pas-de-Calais;62040;Arques
2023-2024;0592924H;privé sous contrat;109.4;50.29775936616095,3.7931281724438533;Collège privé Notre-Dame de L'Assomption;Lille;059;Nord;59053;Bavay
2023-2024;0595337F;public;80.3;50.099125633511356,3.5324106161619833;Collège Jean Rostand;Lille;059;Nord;59136;Le Cateau-Cambrésis
2023-2024;0593494C;public;88.1;51.01693601648694,2.3900903125484936;Collège Boris Vian;Lille;059;Nord;59155;Coudekerque-Branche
2023-2024;0622943M;public;82.8;50.41517287550865,3.0152801884425764;Collège Adulphe Delegorgue;Lille;062;Pas-de-Calais;62249;Courcelles-lès-Lens
2023-2024;0590103S;public;91.8;50.717482139224366,2.529540189704659;Collège Fernande Benoist;Lille;059;Nord;59295;Hazebrouck
2023-2024;0590179Z;public;106.6;51.03944431720388,2.4071702281218306;Collège Paul Machy;Lille;059;Nord;59183;Dunkerque
2023-2024;0593168Y;public;126.9;50.63974827214583,3.066700292621803;Collège international Carnot;Lille;059;Nord;59350;Lille
2023-2024;0590057S;public;125.8;50.571517624370635,3.214139764921509;Collège Paul Eluard;Lille;059;Nord;59168;Cysoing
2023-2024;0593155J;privé sous contrat;119.3;50.35460596601691,3.5140701106417165;Collège privé Saint Jean-Baptiste de La Salle;Lille;059;Nord;59606;Valenciennes
2023-2024;0594866U;public;131.1;50.519627270223545,3.112430368530551;Collège Françoise Dolto;Lille;059;Nord;59466;Pont-à-Marcq
2023-2024;0590046E;public;81.1;50.126760222561636,3.4039695542541724;Collège Jean Monnet;Lille;059;Nord;59139;Caudry
2023-2024;0592901H;privé sous contrat;121.2;50.66847009944456,2.9771094874562762;Collège privé Sainte Marie;Lille;059;Nord;59457;Pérenchies
2023-2024;0593658F;public;94.8;50.652658361725656,3.065119524583582;Collège Yvonne Abbas;Lille;059;Nord;59368;La Madeleine
2023-2024;0592830F;public;86.1;50.60722395909997,3.063599555138808;Collège Jean Zay;Lille;059;Nord;59220;Faches-Thumesnil
2023-2024;0593254S;public;67.9;50.290125601829985,3.9636805802247674;Collège Jules Verne;Lille;059;Nord;59392;Maubeuge
2023-2024;0623018U;public;85.3;50.47531115423204,2.9906698743988436;Collège Louis Pasteur;Lille;062;Pas-de-Calais;62637;Oignies
2023-2024;0620156H;public;99.1;50.48868559827195,2.404010648847953;Collège du Bellimont;Lille;062;Pas-de-Calais;62652;Pernes
2023-2024;0620180J;public;84.2;50.49557185372062,2.8643399654717037;Collège Léon Blum;Lille;062;Pas-de-Calais;62895;Wingles
2023-2024;0593145Y;privé sous contrat;137.6;50.55542622598174,3.032630662297361;Collège privé Immaculée Conception;Lille;059;Nord;59560;Seclin
2023-2024;0594288R;public;69.4;50.60615198731221,3.0462601560354328;Collège Louise Michel;Lille;059;Nord;59350;Lille
2023-2024;0622423X;public;75.7;50.4310641266138,2.9319693624659204;Collège Youri Gagarine;Lille;062;Pas-de-Calais;62587;Montigny-en-Gohelle
2023-2024;0592900G;privé sous contrat;133.0;50.47822033632278,3.2432897541631776;Collège privé Notre-Dame de La Providence;Lille;059;Nord;59449;Orchies
2023-2024;0594644C;public;94.3;50.364495736345354,3.55778945950352;Collège Lavoisier;Lille;059;Nord;59544;Saint-Saulve
2023-2024;0620123X;public;92.0;50.45701667971794,2.7957198521998277;Collège René Cassin;Lille;062;Pas-de-Calais;62528;Loos-en-Gohelle
2023-2024;0590200X;public;83.0;51.03061093896889,2.351990212137265;Collège Robespierre;Lille;059;Nord;59183;Dunkerque
2023-2024;0592933T;privé sous contrat;121.7;50.96742445544726,2.434499744658322;Collège privé Saint Winoc;Lille;059;Nord;59067;Bergues
2023-2024;0594523W;public;103.3;50.64140987868975,2.9903228887018427;Collège Guy Mollet;Lille;059;Nord;59350;Lille
2023-2024;0594524X;public;75.5;50.59193523772984,3.045949585843362;Collège Jean Moulin;Lille;059;Nord;59648;Wattignies
2023-2024;0622435K;public;89.9;50.42293790027999,1.8974193748602202;Collège Belrem;Lille;062;Pas-de-Calais;62100;Beaurainville
2023-2024;0593488W;public;89.5;50.158508690819055,3.263580630801944;Collège Lamartine;Lille;059;Nord;59122;Cambrai
2023-2024;0593676A;public;93.0;50.1954870718211,3.3913202852027626;Collège Paul Langevin;Lille;059;Nord;59037;Avesnes-les-Aubert
2023-2024;0595163S;public;101.8;50.6425747235052,3.023230122382464;Collège Lavoisier;Lille;059;Nord;59328;Lambersart
2023-2024;0622579S;public;106.3;50.41074383810004,2.7535600562013918;Collège Jean Vilar;Lille;062;Pas-de-Calais;62032;Angres
2023-2024;0593154H;privé sous contrat;111.6;50.36088999631218,3.5212706887280376;Collège privé Sainte Marie;Lille;059;Nord;59606;Valenciennes
2023-2024;0596059R;public;100.8;50.61329692560199,2.9917401992710855;Collège Jules Ferry;Lille;059;Nord;59286;Haubourdin
2023-2024;0596846W;privé sous contrat;117.9;50.722809187536605,3.148580063298259;Collège privé Sacré Coeur - Saint Thomas;Lille;059;Nord;59599;Tourcoing
2023-2024;0622091L;public;104.7;50.62044913885898,2.5366194629407954;Collège Georges Brassens;Lille;062;Pas-de-Calais;62770;Saint-Venant
2023-2024;0622792Y;public;94.5;50.47790567477626,2.860990357056119;Collège Bracke Desrousseaux;Lille;062;Pas-de-Calais;62842;Vendin-le-Vieil
2023-2024;0594533G;public;75.5;50.314703750485606,3.3554093031083663;Collège Voltaire;Lille;059;Nord;59361;Lourches
2023-2024;0620198D;public;79.3;50.47547424442204,2.558440656583557;Collège Albert Camus;Lille;062;Pas-de-Calais;62178;Bruay-la-Buissière
2023-2024;0623573X;privé sous contrat;130.9;50.727305261437465,1.6255605753803088;Collège privé Nazareth;Lille;062;Pas-de-Calais;62758;Saint-Martin-Boulogne
2023-2024;0590007M;public;90.4;50.36562803338223,3.476989834504741;Collège Pierre-Gilles de Gennes;Lille;059;Nord;59459;Petite-Forêt
2023-2024;0593667R;public;63.7;50.701429666195004,3.1864605337728373;Collège Rosa Parks;Lille;059;Nord;59512;Roubaix
2023-2024;0594392D;public;86.6;50.70934262131982,3.2378495967709715;Collège Pablo Néruda;Lille;059;Nord;59650;Wattrelos
2023-2024;0620055Y;public;64.4;50.733725140619015,1.6185600819517356;Collège Paul Langevin;Lille;062;Pas-de-Calais;62160;Boulogne-sur-Mer
2023-2024;0623570U;privé sous contrat;117.8;50.94496373289567,1.8583213564747443;Collège privé Saint Pierre;Lille;062;Pas-de-Calais;62193;Calais
2023-2024;0594293W;public;72.9;50.723100630457324,3.168440278617063;Collège Albert Roussel;Lille;059;Nord;59599;Tourcoing
2023-2024;0594294X;public;80.8;50.64897069452894,2.638800542120294;Collège Henri Dunant;Lille;059;Nord;59400;Merville
2023-2024;0593663L;public;72.8;51.02822808170235,2.331560244588171;Collège Jean Deconinck;Lille;059;Nord;59183;Dunkerque
2023-2024;0594415D;public;94.1;50.2070353452752,3.8123904040858796;Collège Gilles de Chin;Lille;059;Nord;59068;Berlaimont
2023-2024;0595596M;public;87.5;50.99319077559097,2.225009650069569;Collège Jean Rostand;Lille;059;Nord;59359;Loon-Plage
2023-2024;0623574Y;privé sous contrat;114.8;50.75402602776089,2.2559104276682307;Collège privé Notre-Dame de Sion;Lille;062;Pas-de-Calais;62765;Saint-Omer
2023-2024;0620051U;public;76.5;50.7211009818125,1.6093893504615437;Collège Angellier;Lille;062;Pas-de-Calais;62160;Boulogne-sur-Mer
2023-2024;0595177G;public;77.1;50.01066928717324,4.042290607143839;Collège Camille Claudel;Lille;059;Nord;59249;Fourmies
2023-2024;0593171B;privé sous contrat;119.3;50.1675522063398,3.235499412182975;Collège privé Saint Luc Jeanne d'Arc;Lille;059;Nord;59122;Cambrai
2023-2024;0595170Z;public;98.9;50.73117704127288,2.5290609979501575;Collège des Flandres;Lille;059;Nord;59295;Hazebrouck
2023-2024;0592950L;privé sous contrat;117.5;50.531791012819646,2.800499988934632;Collège privé Notre-Dame;Lille;059;Nord;59051;La Bassée
2023-2024;0593227M;public;117.3;50.67807490650264,3.0859402558333904;Collège du Lazaro;Lille;059;Nord;59378;Marcq-en-Baroeul
2023-2024;0595286A;privé sous contrat;153.0;50.63367071062751,3.0499598984055405;Collège privé Saint Paul;Lille;059;Nord;59350;Lille
2023-2024;0622123W;privé sous contrat;102.7;50.852534299793454,1.9780544837060388;Collège privé Notre-Dame de Grâce;Lille;062;Pas-de-Calais;62038;Ardres
2023-2024;0622581U;public;83.4;50.42149494047896,2.9431206699958947;Collège Gérard Philipe;Lille;062;Pas-de-Calais;62427;Hénin-Beaumont
2023-2024;0622799F;public;81.9;50.567034279137644,2.4807895586763813;Collège Léo Lagrange;Lille;062;Pas-de-Calais;62516;Lillers
2023-2024;0592889V;privé sous contrat;136.3;50.58895043145214,3.116759838764182;Collège privé Charlemagne;Lille;059;Nord;59343;Lesquin
2023-2024;0595167W;public;82.6;50.67987287899336,3.1686397575894043;Collège Baudelaire;Lille;059;Nord;59512;Roubaix
2023-2024;0592733A;public;83.4;50.361493240837355,3.085579742225807;Collège André Streinger;Lille;059;Nord;59178;Douai
2023-2024;0593123Z;privé sous contrat;106.8;50.98810323447216,2.1251792928760307;Collège privé Saint Joseph;Lille;059;Nord;59273;Gravelines
2023-2024;0593125B;privé sous contrat;101.8;50.782033591394054,3.122910706210094;Collège privé Sacré-Coeur;Lille;059;Nord;59279;Halluin
2023-2024;0593163T;privé sous contrat;110.7;50.87990917737845,2.4634302799363463;Collège privé Sainte Union Cœur de Flandre;Lille;059;Nord;59663;Wormhout
2023-2024;0593198F;privé sous contrat;111.8;50.65687147188959,3.135390066643664;Collège privé Communautaire;Lille;059;Nord;59009;Villeneuve-d'Ascq
2023-2024;0594397J;public;79.8;50.68779925676303,2.866820491853828;Collège Jean Rostand;Lille;059;Nord;59017;Armentières
2023-2024;0595390N;privé sous contrat;95.4;50.009224390857845,4.050339807198157;Collège privé Saint Pierre;Lille;059;Nord;59249;Fourmies
2023-2024;0595782P;public;75.0;51.01131527401728,2.3041700698011334;Collège du Moulin;Lille;059;Nord;59271;Grande-Synthe
2023-2024;0622797D;public;99.2;50.539916212912246,2.6217102527681235;Collège Liberté;Lille;062;Pas-de-Calais;62035;Annezin
2023-2024;0595168X;public;69.3;50.681280837629195,3.2072199693145738;Collège Maxence Van Der Meersch;Lille;059;Nord;59512;Roubaix
2023-2024;0592905M;privé sous contrat;84.5;50.69627919052339,3.176438601810453;Collège privé Sainte Marie;Lille;059;Nord;59512;Roubaix
2023-2024;0594291U;public;118.1;50.65812261218345,3.146320362761172;Collège Molière;Lille;059;Nord;59009;Villeneuve-d'Ascq
2023-2024;0594410Y;public;102.9;50.49682643022259,3.4521995558918843;Collège Fernig;Lille;059;Nord;59418;Mortagne-du-Nord
2023-2024;0620036C;public;85.8;50.400388718354385,1.5639800130381238;Collège Jean Moulin;Lille;062;Pas-de-Calais;62108;Berck
2023-2024;0594303G;public;78.5;50.40095515303546,3.657790588229318;Collège Jehan Froissart;Lille;059;Nord;59484;Quiévrechain
2023-2024;0620119T;public;78.0;50.43556699322092,2.7557494341030004;Collège Pierre et Marie Curie;Lille;062;Pas-de-Calais;62510;Liévin
2023-2024;0594299C;public;68.5;50.33072586542027,3.3954403591508777;Collège Turgot;Lille;059;Nord;59172;Denain
2023-2024;0590006L;public;75.9;50.37346121465078,3.5010114530765613;Collège Les Rochambelles;Lille;059;Nord;59014;Anzin
2023-2024;0593134L;privé sous contrat;134.1;50.65255662403136,3.0230893479435217;Collège privé Dominique Savio;Lille;059;Nord;59328;Lambersart
2023-2024;0593185S;public;73.2;50.361329331555964,3.114949443162363;Collège Anatole France;Lille;059;Nord;59569;Sin-le-Noble
2023-2024;0593226L;public;127.0;50.6485074220452,3.028000828003354;Collège Anne Frank;Lille;059;Nord;59328;Lambersart
2023-2024;0594411Z;public;109.1;50.44207143219327,3.40937958634235;Collège Moulin Blanc;Lille;059;Nord;59526;Saint-Amand-les-Eaux
2023-2024;0592890W;privé sous contrat;90.5;50.6163898548658,3.0256794624564773;Collège privé Saint Joseph;Lille;059;Nord;59350;Lille
2023-2024;0596801X;privé sous contrat;96.3;50.58415844297129,2.889789335618925;Collège privé Ressources Saint Jacques;Lille;059;Nord;59250;Fournes-en-Weppes
2023-2024;0620170Y;public;74.7;50.413317684274226,2.862969385858147;Collège Joséphine Baker;Lille;062;Pas-de-Calais;62771;Sallaumines
2023-2024;0595597N;public;116.6;50.58102608017054,3.0439605651858455;Collège Voltaire;Lille;059;Nord;59648;Wattignies
2023-2024;0622084D;public;100.4;50.32940314377099,2.9929899978489933;Collège Pablo Neruda;Lille;062;Pas-de-Calais;62865;Vitry-en-Artois
2023-2024;0593479L;public;102.1;50.96659100576805,2.4322903561075293;Collège Wenceslas Cobergher;Lille;059;Nord;59067;Bergues
2023-2024;0594389A;public;65.7;50.6940448027289,3.1758006508446877;Collège Anne Frank;Lille;059;Nord;59512;Roubaix
2023-2024;0596694F;public;86.9;50.19848109922283,3.834749442751117;Collège Félix del Marle;Lille;059;Nord;59033;Aulnoye-Aymeries
2023-2024;0594409X;public;70.5;50.42078147044804,3.5518399557173934;Collège Jean Zay;Lille;059;Nord;59207;Escautpont
2023-2024;0622143T;privé sous contrat;116.0;50.812254344116965,1.7136896558823846;Collège privé Saint Martin;Lille;062;Pas-de-Calais;62560;Marquise
2023-2024;0593487V;public;89.0;50.17396793599496,3.225749719228612;Collège Jules Ferry;Lille;059;Nord;59122;Cambrai
2023-2024;0595400Z;privé sous contrat;130.7;50.449108880442374,3.425189960211995;Collège privé Notre-Dame des Anges;Lille;059;Nord;59526;Saint-Amand-les-Eaux
2023-2024;0622425Z;public;86.6;50.515728942107174,2.6302301996805917;Collège Paul Verlaine;Lille;062;Pas-de-Calais;62119;Béthune
2023-2024;0590087Z;public;97.1;50.05717546786334,3.1281674339819734;Collège Pharamond Savary;Lille;059;Nord;59269;Gouzeaucourt
2023-2024;0590271Z;public;81.3;50.61075822667113,3.070130015934418;Collège Paul Verlaine;Lille;059;Nord;59350;Lille
2023-2024;0593143W;privé sous contrat;90.9;51.029085472290284,2.34529961810546;Collège privé Sacré-Coeur;Lille;059;Nord;59183;Dunkerque
2023-2024;0593152F;privé sous contrat;82.8;50.728557164837596,3.1560403988608905;Collège privé Cardinal Liénart;Lille;059;Nord;59599;Tourcoing
2023-2024;0593246H;public;84.0;50.68857024739166,2.89093017010974;Collège Desrousseaux;Lille;059;Nord;59017;Armentières
2023-2024;0594879H;public;84.1;50.01822260004242,4.06094930878839;Collège Joliot-Curie;Lille;059;Nord;59249;Fourmies
2023-2024;0595394T;privé sous contrat;131.9;50.64130218439639,3.067470088930819;Collège privé Notre-Dame de La Paix;Lille;059;Nord;59350;Lille
2023-2024;0622950V;public;99.8;50.63854302372153,1.7492796446594412;Collège Le Trion;Lille;062;Pas-de-Calais;62773;Samer
